"ID","Sex","Age","CausesOfDeath","Year","Deaths"
1089042,"Male","0","DigestiveSystem",2002,4
1089043,"Male","0","DigestiveSystem",2003,2
1089044,"Male","0","DigestiveSystem",2004,0
1089045,"Male","0","DigestiveSystem",2005,3
1089046,"Male","0","DigestiveSystem",2006,1
1089047,"Male","0","DigestiveSystem",2007,2
1089048,"Male","0","DigestiveSystem",2008,3
1089049,"Male","0","DigestiveSystem",2009,2
1089050,"Male","0","DigestiveSystem",2010,0
1089051,"Male","0","DigestiveSystem",2011,5
1089052,"Male","0","DigestiveSystem",2012,0
1089053,"Male","0","DigestiveSystem",2013,1
1089054,"Male","0","DigestiveSystem",2014,3
1089055,"Male","0","DigestiveSystem",2015,0
1089056,"Male","0","DigestiveSystem",2016,2
1089057,"Male","0","DigestiveSystem",2017,4
1089058,"Male","0","DigestiveSystem",2018,1
1089059,"Male","0","DigestiveSystem",2019,0
1089060,"Male","0","DigestiveSystem",2020,0
1089061,"Male","0","DigestiveSystem",2021,4
1090934,"Male","0","SkinDeseases",1996,0
1090935,"Male","0","SkinDeseases",1997,0
1090936,"Male","0","SkinDeseases",1998,0
1090937,"Male","0","SkinDeseases",1999,0
1090938,"Male","0","SkinDeseases",2000,0
1090939,"Male","0","SkinDeseases",2001,0
1090940,"Male","0","SkinDeseases",2002,0
1090941,"Male","0","SkinDeseases",2003,0
1090942,"Male","0","SkinDeseases",2004,0
1090943,"Male","0","SkinDeseases",2005,1
1090944,"Male","0","SkinDeseases",2006,0
1090945,"Male","0","SkinDeseases",2007,0
1090946,"Male","0","SkinDeseases",2008,0
1090947,"Male","0","SkinDeseases",2009,0
1090948,"Male","0","SkinDeseases",2010,0
1090949,"Male","0","SkinDeseases",2011,0
1090950,"Male","0","SkinDeseases",2012,0
1090951,"Male","0","SkinDeseases",2013,0
1090952,"Male","0","SkinDeseases",2014,0
1090953,"Male","0","SkinDeseases",2015,0
1090954,"Male","0","SkinDeseases",2016,0
1090955,"Male","0","SkinDeseases",2017,0
1090956,"Male","0","SkinDeseases",2018,0
1090957,"Male","0","SkinDeseases",2019,0
1090958,"Male","0","SkinDeseases",2020,0
1090959,"Male","0","SkinDeseases",2021,0
1092832,"Male","0","MusculSystem",1996,0
1092833,"Male","0","MusculSystem",1997,0
1092834,"Male","0","MusculSystem",1998,0
1092835,"Male","0","MusculSystem",1999,0
1092836,"Male","0","MusculSystem",2000,1
1092837,"Male","0","MusculSystem",2001,0
1092838,"Male","0","MusculSystem",2002,2
1092839,"Male","0","MusculSystem",2003,0
1092840,"Male","0","MusculSystem",2004,0
1092841,"Male","0","MusculSystem",2005,0
1092842,"Male","0","MusculSystem",2006,0
1092843,"Male","0","MusculSystem",2007,0
1092844,"Male","0","MusculSystem",2008,0
1092845,"Male","0","MusculSystem",2009,1
1092846,"Male","0","MusculSystem",2010,0
1092847,"Male","0","MusculSystem",2011,0
1092848,"Male","0","MusculSystem",2012,0
1092849,"Male","0","MusculSystem",2013,0
1092850,"Male","0","MusculSystem",2014,0
1092851,"Male","0","MusculSystem",2015,0
1092852,"Male","0","MusculSystem",2016,0
1092853,"Male","0","MusculSystem",2017,0
1092854,"Male","0","MusculSystem",2018,1
1092855,"Male","0","MusculSystem",2019,0
1092856,"Male","0","MusculSystem",2020,1
1092857,"Male","0","MusculSystem",2021,0
1094912,"Male","0","GenitourinarySystem",1996,0
1094913,"Male","0","GenitourinarySystem",1997,0
1094914,"Male","0","GenitourinarySystem",1998,0
1094915,"Male","0","GenitourinarySystem",1999,0
1094916,"Male","0","GenitourinarySystem",2000,0
1094917,"Male","0","GenitourinarySystem",2001,0
1094918,"Male","0","GenitourinarySystem",2002,0
1094919,"Male","0","GenitourinarySystem",2003,0
1094920,"Male","0","GenitourinarySystem",2004,1
1094921,"Male","0","GenitourinarySystem",2005,2
1094922,"Male","0","GenitourinarySystem",2006,0
1094923,"Male","0","GenitourinarySystem",2007,0
1094924,"Male","0","GenitourinarySystem",2008,1
1094925,"Male","0","GenitourinarySystem",2009,0
1094926,"Male","0","GenitourinarySystem",2010,0
1094927,"Male","0","GenitourinarySystem",2011,0
1094928,"Male","0","GenitourinarySystem",2012,0
1094929,"Male","0","GenitourinarySystem",2013,0
1094930,"Male","0","GenitourinarySystem",2014,1
1094931,"Male","0","GenitourinarySystem",2015,0
1094932,"Male","0","GenitourinarySystem",2016,1
1094933,"Male","0","GenitourinarySystem",2017,0
1094934,"Male","0","GenitourinarySystem",2018,0
1094935,"Male","0","GenitourinarySystem",2019,1
1094936,"Male","0","GenitourinarySystem",2020,0
1094937,"Male","0","GenitourinarySystem",2021,0
1099072,"Male","0","Perinatal",1996,297
1099073,"Male","0","Perinatal",1997,245
1099074,"Male","0","Perinatal",1998,300
1099075,"Male","0","Perinatal",1999,295
1099076,"Male","0","Perinatal",2000,292
1099077,"Male","0","Perinatal",2001,294
1099078,"Male","0","Perinatal",2002,311
1099079,"Male","0","Perinatal",2003,281
1099080,"Male","0","Perinatal",2004,255
1099081,"Male","0","Perinatal",2005,291
1099082,"Male","0","Perinatal",2006,241
1099083,"Male","0","Perinatal",2007,251
1099084,"Male","0","Perinatal",2008,218
1099085,"Male","0","Perinatal",2009,214
1099086,"Male","0","Perinatal",2010,199
1099087,"Male","0","Perinatal",2011,200
1099088,"Male","0","Perinatal",2012,207
1099089,"Male","0","Perinatal",2013,222
1099090,"Male","0","Perinatal",2014,206
1099091,"Male","0","Perinatal",2015,186
1099092,"Male","0","Perinatal",2016,195
1099093,"Male","0","Perinatal",2017,205
1099094,"Male","0","Perinatal",2018,187
1099095,"Male","0","Perinatal",2019,200
1099096,"Male","0","Perinatal",2020,219
1099097,"Male","0","Perinatal",2021,199
1100632,"Male","0","CongenitalMalform",1996,193
1100633,"Male","0","CongenitalMalform",1997,205
1100634,"Male","0","CongenitalMalform",1998,202
1100635,"Male","0","CongenitalMalform",1999,178
1100636,"Male","0","CongenitalMalform",2000,190
1100637,"Male","0","CongenitalMalform",2001,201
1100638,"Male","0","CongenitalMalform",2002,168
1100639,"Male","0","CongenitalMalform",2003,193
1100640,"Male","0","CongenitalMalform",2004,165
1100641,"Male","0","CongenitalMalform",2005,139
1100642,"Male","0","CongenitalMalform",2006,157
1100643,"Male","0","CongenitalMalform",2007,109
1100644,"Male","0","CongenitalMalform",2008,93
1100645,"Male","0","CongenitalMalform",2009,113
1100646,"Male","0","CongenitalMalform",2010,108
1100647,"Male","0","CongenitalMalform",2011,107
1100648,"Male","0","CongenitalMalform",2012,96
1100649,"Male","0","CongenitalMalform",2013,81
1100650,"Male","0","CongenitalMalform",2014,91
1100651,"Male","0","CongenitalMalform",2015,82
1100652,"Male","0","CongenitalMalform",2016,78
1100653,"Male","0","CongenitalMalform",2017,83
1100654,"Male","0","CongenitalMalform",2018,85
1100655,"Male","0","CongenitalMalform",2019,99
1100656,"Male","0","CongenitalMalform",2020,80
1100657,"Male","0","CongenitalMalform",2021,77
1102920,"Male","0","UnclassifiedAbnorm",1996,43
1102921,"Male","0","UnclassifiedAbnorm",1997,33
1102922,"Male","0","UnclassifiedAbnorm",1998,32
1102923,"Male","0","UnclassifiedAbnorm",1999,22
1102924,"Male","0","UnclassifiedAbnorm",2000,30
1102925,"Male","0","UnclassifiedAbnorm",2001,43
1102926,"Male","0","UnclassifiedAbnorm",2002,28
1102927,"Male","0","UnclassifiedAbnorm",2003,28
1102928,"Male","0","UnclassifiedAbnorm",2004,21
1102929,"Male","0","UnclassifiedAbnorm",2005,16
1102930,"Male","0","UnclassifiedAbnorm",2006,14
1102931,"Male","0","UnclassifiedAbnorm",2007,17
1102932,"Male","0","UnclassifiedAbnorm",2008,13
1102933,"Male","0","UnclassifiedAbnorm",2009,13
1102934,"Male","0","UnclassifiedAbnorm",2010,17
1102935,"Male","0","UnclassifiedAbnorm",2011,16
1102936,"Male","0","UnclassifiedAbnorm",2012,13
1102937,"Male","0","UnclassifiedAbnorm",2013,10
1102938,"Male","0","UnclassifiedAbnorm",2014,15
1102939,"Male","0","UnclassifiedAbnorm",2015,10
1102940,"Male","0","UnclassifiedAbnorm",2016,13
1102941,"Male","0","UnclassifiedAbnorm",2017,14
1102942,"Male","0","UnclassifiedAbnorm",2018,17
1102943,"Male","0","UnclassifiedAbnorm",2019,12
1102944,"Male","0","UnclassifiedAbnorm",2020,14
1102945,"Male","0","UnclassifiedAbnorm",2021,15
1105336,"Male","0","COVID-19",2020,1
1105337,"Male","0","COVID-19",2021,0
1105364,"Male","0","ExternalCauses",1996,9
1105365,"Male","0","ExternalCauses",1997,8
1105366,"Male","0","ExternalCauses",1998,11
1105367,"Male","0","ExternalCauses",1999,12
1105368,"Male","0","ExternalCauses",2000,13
1105369,"Male","0","ExternalCauses",2001,14
1105370,"Male","0","ExternalCauses",2002,13
1105371,"Male","0","ExternalCauses",2003,12
1105372,"Male","0","ExternalCauses",2004,7
1105373,"Male","0","ExternalCauses",2005,9
1105374,"Male","0","ExternalCauses",2006,8
1105375,"Male","0","ExternalCauses",2007,12
1105376,"Male","0","ExternalCauses",2008,5
1105377,"Male","0","ExternalCauses",2009,5
1105378,"Male","0","ExternalCauses",2010,9
1105379,"Male","0","ExternalCauses",2011,9
1105380,"Male","0","ExternalCauses",2012,9
1105381,"Male","0","ExternalCauses",2013,7
1105382,"Male","0","ExternalCauses",2014,11
1105383,"Male","0","ExternalCauses",2015,8
1105384,"Male","0","ExternalCauses",2016,6
1105385,"Male","0","ExternalCauses",2017,7
1105386,"Male","0","ExternalCauses",2018,4
1105387,"Male","0","ExternalCauses",2019,6
1105388,"Male","0","ExternalCauses",2020,7
1105389,"Male","0","ExternalCauses",2021,7
1115114,"Male","1-9","Infections",1996,17
1115115,"Male","1-9","Infections",1997,14
1115116,"Male","1-9","Infections",1998,25
1115117,"Male","1-9","Infections",1999,10
1115118,"Male","1-9","Infections",2000,11
1115119,"Male","1-9","Infections",2001,13
1115120,"Male","1-9","Infections",2002,13
1115121,"Male","1-9","Infections",2003,8
1115122,"Male","1-9","Infections",2004,7
1115123,"Male","1-9","Infections",2005,3
1115124,"Male","1-9","Infections",2006,6
1115125,"Male","1-9","Infections",2007,4
1115126,"Male","1-9","Infections",2008,8
1115127,"Male","1-9","Infections",2009,4
1115128,"Male","1-9","Infections",2010,2
1115129,"Male","1-9","Infections",2011,5
1115130,"Male","1-9","Infections",2012,2
1115131,"Male","1-9","Infections",2013,3
1115132,"Male","1-9","Infections",2014,4
1115133,"Male","1-9","Infections",2015,1
1115134,"Male","1-9","Infections",2016,10
1115135,"Male","1-9","Infections",2017,3
1115136,"Male","1-9","Infections",2018,9
1115137,"Male","1-9","Infections",2019,4
1115138,"Male","1-9","Infections",2020,1
1115139,"Male","1-9","Infections",2021,1
1119612,"Male","1-9","Neoplasms",1996,22
1119613,"Male","1-9","Neoplasms",1997,19
1119614,"Male","1-9","Neoplasms",1998,19
1119615,"Male","1-9","Neoplasms",1999,18
1119616,"Male","1-9","Neoplasms",2000,20
1119617,"Male","1-9","Neoplasms",2001,12
1119618,"Male","1-9","Neoplasms",2002,17
1119619,"Male","1-9","Neoplasms",2003,16
1119620,"Male","1-9","Neoplasms",2004,19
1119621,"Male","1-9","Neoplasms",2005,16
1119622,"Male","1-9","Neoplasms",2006,24
1119623,"Male","1-9","Neoplasms",2007,15
1119624,"Male","1-9","Neoplasms",2008,14
1119625,"Male","1-9","Neoplasms",2009,13
1119626,"Male","1-9","Neoplasms",2010,13
1119627,"Male","1-9","Neoplasms",2011,11
1119628,"Male","1-9","Neoplasms",2012,8
1119629,"Male","1-9","Neoplasms",2013,9
1119630,"Male","1-9","Neoplasms",2014,12
1119631,"Male","1-9","Neoplasms",2015,20
1119632,"Male","1-9","Neoplasms",2016,7
1119633,"Male","1-9","Neoplasms",2017,10
1119634,"Male","1-9","Neoplasms",2018,7
1119635,"Male","1-9","Neoplasms",2019,10
1119636,"Male","1-9","Neoplasms",2020,8
1119637,"Male","1-9","Neoplasms",2021,6
1124110,"Male","1-9","Endocr+Metabol",1996,9
1124111,"Male","1-9","Endocr+Metabol",1997,5
1124112,"Male","1-9","Endocr+Metabol",1998,2
1124113,"Male","1-9","Endocr+Metabol",1999,4
1124114,"Male","1-9","Endocr+Metabol",2000,10
1124115,"Male","1-9","Endocr+Metabol",2001,6
1124116,"Male","1-9","Endocr+Metabol",2002,5
1124117,"Male","1-9","Endocr+Metabol",2003,8
1124118,"Male","1-9","Endocr+Metabol",2004,6
1124119,"Male","1-9","Endocr+Metabol",2005,3
1124120,"Male","1-9","Endocr+Metabol",2006,6
1124121,"Male","1-9","Endocr+Metabol",2007,5
1124122,"Male","1-9","Endocr+Metabol",2008,5
1124123,"Male","1-9","Endocr+Metabol",2009,1
1124124,"Male","1-9","Endocr+Metabol",2010,5
1124125,"Male","1-9","Endocr+Metabol",2011,6
1124126,"Male","1-9","Endocr+Metabol",2012,8
1124127,"Male","1-9","Endocr+Metabol",2013,5
1124128,"Male","1-9","Endocr+Metabol",2014,4
1124129,"Male","1-9","Endocr+Metabol",2015,8
1124130,"Male","1-9","Endocr+Metabol",2016,4
1124131,"Male","1-9","Endocr+Metabol",2017,2
1124132,"Male","1-9","Endocr+Metabol",2018,2
1124133,"Male","1-9","Endocr+Metabol",2019,6
1124134,"Male","1-9","Endocr+Metabol",2020,4
1124135,"Male","1-9","Endocr+Metabol",2021,5
1126034,"Male","1-9","Psychological",1996,5
1126035,"Male","1-9","Psychological",1997,0
1126036,"Male","1-9","Psychological",1998,0
1126037,"Male","1-9","Psychological",1999,1
1126038,"Male","1-9","Psychological",2000,0
1126039,"Male","1-9","Psychological",2001,0
1126040,"Male","1-9","Psychological",2002,0
1126041,"Male","1-9","Psychological",2003,1
1126042,"Male","1-9","Psychological",2004,1
1126043,"Male","1-9","Psychological",2005,2
1126044,"Male","1-9","Psychological",2006,0
1126045,"Male","1-9","Psychological",2007,0
1126046,"Male","1-9","Psychological",2008,1
1126047,"Male","1-9","Psychological",2009,0
1126048,"Male","1-9","Psychological",2010,1
1126049,"Male","1-9","Psychological",2011,2
1126050,"Male","1-9","Psychological",2012,0
1126051,"Male","1-9","Psychological",2013,1
1126052,"Male","1-9","Psychological",2014,3
1126053,"Male","1-9","Psychological",2015,5
1126054,"Male","1-9","Psychological",2016,1
1126055,"Male","1-9","Psychological",2017,0
1126056,"Male","1-9","Psychological",2018,0
1126057,"Male","1-9","Psychological",2019,0
1126058,"Male","1-9","Psychological",2020,2
1126059,"Male","1-9","Psychological",2021,1
1128088,"Male","1-9","NervousSystem",1996,3
1128089,"Male","1-9","NervousSystem",1997,15
1128090,"Male","1-9","NervousSystem",1998,6
1128091,"Male","1-9","NervousSystem",1999,6
1128092,"Male","1-9","NervousSystem",2000,9
1128093,"Male","1-9","NervousSystem",2001,12
1128094,"Male","1-9","NervousSystem",2002,13
1128095,"Male","1-9","NervousSystem",2003,10
1128096,"Male","1-9","NervousSystem",2004,9
1128097,"Male","1-9","NervousSystem",2005,9
1128098,"Male","1-9","NervousSystem",2006,8
1128099,"Male","1-9","NervousSystem",2007,10
1128100,"Male","1-9","NervousSystem",2008,7
1128101,"Male","1-9","NervousSystem",2009,12
1128102,"Male","1-9","NervousSystem",2010,7
1128103,"Male","1-9","NervousSystem",2011,7
1128104,"Male","1-9","NervousSystem",2012,11
1128105,"Male","1-9","NervousSystem",2013,6
1128106,"Male","1-9","NervousSystem",2014,6
1128107,"Male","1-9","NervousSystem",2015,3
1128108,"Male","1-9","NervousSystem",2016,7
1128109,"Male","1-9","NervousSystem",2017,5
1128110,"Male","1-9","NervousSystem",2018,3
1128111,"Male","1-9","NervousSystem",2019,6
1128112,"Male","1-9","NervousSystem",2020,5
1128113,"Male","1-9","NervousSystem",2021,9
1129882,"Male","1-9","Eye+Adnexa",1996,0
1129883,"Male","1-9","Eye+Adnexa",1997,0
1129884,"Male","1-9","Eye+Adnexa",1998,0
1129885,"Male","1-9","Eye+Adnexa",1999,0
1129886,"Male","1-9","Eye+Adnexa",2000,0
1129887,"Male","1-9","Eye+Adnexa",2001,0
1129888,"Male","1-9","Eye+Adnexa",2002,0
1129889,"Male","1-9","Eye+Adnexa",2003,0
1129890,"Male","1-9","Eye+Adnexa",2004,0
1129891,"Male","1-9","Eye+Adnexa",2005,0
1129892,"Male","1-9","Eye+Adnexa",2006,0
1129893,"Male","1-9","Eye+Adnexa",2007,0
1129894,"Male","1-9","Eye+Adnexa",2008,0
1129895,"Male","1-9","Eye+Adnexa",2009,0
1129896,"Male","1-9","Eye+Adnexa",2010,0
1129897,"Male","1-9","Eye+Adnexa",2011,0
1129898,"Male","1-9","Eye+Adnexa",2012,0
1129899,"Male","1-9","Eye+Adnexa",2013,0
1129900,"Male","1-9","Eye+Adnexa",2014,0
1129901,"Male","1-9","Eye+Adnexa",2015,0
1129902,"Male","1-9","Eye+Adnexa",2016,0
1129903,"Male","1-9","Eye+Adnexa",2017,0
1129904,"Male","1-9","Eye+Adnexa",2018,0
1129905,"Male","1-9","Eye+Adnexa",2019,0
1129906,"Male","1-9","Eye+Adnexa",2020,0
1129907,"Male","1-9","Eye+Adnexa",2021,0
1131780,"Male","1-9","CirculatorySystem",1996,5
1131781,"Male","1-9","CirculatorySystem",1997,1
1131782,"Male","1-9","CirculatorySystem",1998,3
1131783,"Male","1-9","CirculatorySystem",1999,7
1131784,"Male","1-9","CirculatorySystem",2000,7
1131785,"Male","1-9","CirculatorySystem",2001,7
1131786,"Male","1-9","CirculatorySystem",2002,4
1131787,"Male","1-9","CirculatorySystem",2003,4
1131788,"Male","1-9","CirculatorySystem",2004,4
1131789,"Male","1-9","CirculatorySystem",2005,12
1131790,"Male","1-9","CirculatorySystem",2006,2
1131791,"Male","1-9","CirculatorySystem",2007,1
1131792,"Male","1-9","CirculatorySystem",2008,3
1131793,"Male","1-9","CirculatorySystem",2009,3
1131794,"Male","1-9","CirculatorySystem",2010,2
1131795,"Male","1-9","CirculatorySystem",2011,1
1131796,"Male","1-9","CirculatorySystem",2012,5
1131797,"Male","1-9","CirculatorySystem",2013,2
1131798,"Male","1-9","CirculatorySystem",2014,1
1131799,"Male","1-9","CirculatorySystem",2015,1
1131800,"Male","1-9","CirculatorySystem",2016,4
1131801,"Male","1-9","CirculatorySystem",2017,3
1131802,"Male","1-9","CirculatorySystem",2018,4
1131803,"Male","1-9","CirculatorySystem",2019,0
1131804,"Male","1-9","CirculatorySystem",2020,2
1131805,"Male","1-9","CirculatorySystem",2021,0
1135498,"Male","1-9","DigestiveSystem",1996,4
